1,37.82705,-122.377579,Assault,0
2,32.646366,-96.829299,Other,0
3,36.01718,-78.899991,Assault,0
4,36.005439,-78.896959,Assault,0
5,35.991452,-78.92649,Assault,0
6,35.983993,-78.882648,Assault,0
7,36.045935,-78.933954,Burglary,0
8,35.943129,-78.916668,Burglary,0
9,35.91847,-78.963246,Burglary,0
10,35.986341,-78.852774,Burglary,0
11,36.025073,-78.882428,Burglary,0
12,35.995487,-78.893379,Burglary,0
13,36.011899,-78.920685,Robbery,0
14,36.004446,-78.86967,Robbery,0
15,35.994188,-78.875298,Robbery,0
16,36.744233,-76.355797,Burglary,0
17,40.871085,-73.427397,Assault,0
18,40.785089,-73.32664,Vandalism,0
19,40.779205,-73.343782,Vandalism,0
20,51.53314914,0.106623173,Assault,0
21,33.949747,-118.308687,Assault,0
22,34.2350303,-77.8691619,Assault,0
23,34.2215476,-77.8834101,Burglary,0
24,34.2358474,-77.8733638,Burglary,0
25,34.2376158,-77.8719648,Burglary,0
26,34.237444,-77.8722687,Burglary,0
27,34.2370291,-77.8678368,Burglary,0
28,34.2390445,-77.8664968,Burglary,0
29,34.2369234,-77.8733964,Burglary,0
30,34.2354823,-77.8688641,Burglary,0
31,34.2270827,-77.8834756,Burglary,0
32,34.2218092,-77.8830229,Assault,0
33,34.2247363,-77.8567896,Assault,0
34,34.2266814,-77.8798138,Burglary,0
35,34.2300174,-77.8702087,Burglary,0
36,34.2355393,-77.8733892,Burglary,0
37,34.2244931,-77.8886072,Burglary,0
38,34.2280089,-77.8864941,Burglary,0
39,34.2374089,-77.8722912,Burglary,0
40,34.2356597,-77.8733048,Burglary,0
41,34.2391448,-77.8766188,Burglary,0
42,34.2144843,-77.8768337,Burglary,0
43,34.2247833,-77.8567514,Burglary,0
44,34.2240818,-77.8816432,Burglary,0
45,34.2356117,-77.8687797,Burglary,0
46,34.2321613,-77.8817394,Burglary,0
47,34.2350593,-77.8696906,Burglary,0
48,34.235528,-77.8672731,Burglary,0
49,34.2260598,-77.8802485,Burglary,0
50,34.2323681,-77.8565375,Burglary,0
51,34.2300212,-77.8701291,Burglary,0
52,34.2383383,-77.8715505,Burglary,0
53,34.2323966,-77.8809508,Burglary,0
54,34.2325222,-77.8815138,Burglary,0
55,29.6806239,-82.2982553,Burglary,0
56,34.2426501,-77.9427257,Assault,0
57,34.1941051,-77.9439591,Assault,0
58,34.2365058,-77.9487694,Assault,0
59,34.2234122,-77.8978252,Burglary,0
60,34.21698,-77.9335564,Burglary,0
61,34.2174541,-77.90706,Burglary,0
62,34.246553,-77.8885086,Burglary,0
63,34.1907948,-77.9339352,Robbery,0
64,34.2274255,-77.9369605,Robbery,0
65,34.2314789,-77.9321336,Assault,0
