-75.27362,39.8763,0.2869,
553,86752 ,54502 ,Theft from Vehicle,5663
554,61004 ,49523 ,Theft from Vehicle,5690
555,78136 ,54258 ,Robbery Firearm,5727
556,89424 ,66815 ,Aggravated Assault No Firearm,5757
557,72363 ,64606 ,Motor Vehicle Theft,5759
558,16767 ,28110 ,Robbery No Firearm,5772
559,10352 ,28515 ,Aggravated Assault No Firearm,5781
560,22853 ,33929 ,Burglary Residential,5785
561,10352 ,28515 ,Aggravated Assault No Firearm,5787
562,33715 ,17317 ,Burglary Residential,5793
563,45903 ,42711 ,Aggravated Assault Firearm,5801
564,54783 ,42836 ,Motor Vehicle Theft,5808
565,61457 ,40046 ,Motor Vehicle Theft,5821
566,38811 ,13633 ,Robbery No Firearm,5864
567,42123 ,64677 ,Aggravated Assault No Firearm,5887
568,43156 ,41338 ,Burglary Residential,5957
569,46056 ,56899 ,Burglary Residential,6019
570,22397 ,28926 ,Motor Vehicle Theft,6032
571,36229 ,25710 ,Burglary Non-Residential,6073
572,54800 ,45331 ,Theft from Vehicle,6080
573,38431 ,14109 ,Theft from Vehicle,6150
574,45740 ,42700 ,Motor Vehicle Theft,6189
575,50623 ,56288 ,Motor Vehicle Theft,6212
576,33990 ,33074 ,Theft from Vehicle,6237
577,57546 ,41190 ,Motor Vehicle Theft,6238
578,39056 ,33482 ,Theft from Vehicle,6247
579,39437 ,17792 ,Theft from Vehicle,6255
580,34152 ,16770 ,Motor Vehicle Theft,6274
581,38875 ,36937 ,Theft from Vehicle,6327
582,22959 ,66253 ,Burglary Residential,6338
583,28177 ,18644 ,Robbery Firearm,6339
584,48456 ,42866 ,Burglary Non-Residential,6340
585,59082 ,42115 ,Burglary Residential,6340
586,16620 ,21380 ,Burglary Non-Residential,6347
587,67627 ,56814 ,Theft from Vehicle,6348
588,75279 ,59250 ,Theft from Vehicle,6361
589,69882 ,50159 ,Burglary Residential,6366
590,50545 ,40571 ,Rape,6375
591,11265 ,13282 ,Aggravated Assault No Firearm,6376
592,57356 ,57003 ,Aggravated Assault No Firearm,6391
593,18324 ,23050 ,Burglary Non-Residential,6421
594,37874 ,45832 ,Burglary Residential,6421
595,17158 ,29843 ,Robbery Firearm,6429
596,83724 ,68409 ,Motor Vehicle Theft,6441
597,49034 ,53717 ,Burglary Residential,6448
598,23672 ,31674 ,Aggravated Assault Firearm,6450
599,23672 ,31674 ,Aggravated Assault Firearm,6450
600,40699 ,43477 ,Burglary Residential,6451
601,15454 ,28273 ,Robbery Firearm,6458
602,31602 ,55018 ,Motor Vehicle Theft,6464
603,41839 ,26079 ,Robbery No Firearm,6465
604,36589 ,36270 ,Motor Vehicle Theft,6466
605,41756 ,61625 ,Burglary Residential,6467
606,39681 ,35279 ,Robbery No Firearm,6468
607,45684 ,27479 ,Theft from Vehicle,6468
608,51669 ,42432 ,Theft from Vehicle,6468
609,15133 ,30627 ,Motor Vehicle Theft,6477
610,66453 ,45522 ,Theft from Vehicle,6477
611,39734 ,61151 ,Robbery Firearm,6479
612,86824 ,70483 ,Theft from Vehicle,6487
613,45583 ,30513 ,Motor Vehicle Theft,6491
614,50778 ,38408 ,Burglary Residential,6504
615,19422 ,21903 ,Theft from Vehicle,6522
616,18453 ,22613 ,Burglary Residential,6528
617,68860 ,56225 ,Robbery No Firearm,6531
618,45382 ,55288 ,Robbery No Firearm,6538
619,92592 ,78229 ,Robbery No Firearm,6559
620,38544 ,36543 ,Theft from Vehicle,6563
621,72558 ,49385 ,Motor Vehicle Theft,6572
622,47074 ,47672 ,Burglary Residential,6582
623,86440 ,57865 ,Theft from Vehicle,6591
624,58566 ,59222 ,Burglary Residential,6596
625,16674 ,27536 ,Robbery Firearm,6609
626,39326 ,33911 ,Burglary Residential,6619
627,38880 ,34348 ,Theft from Vehicle,6637
628,42426 ,29218 ,Theft from Vehicle,6666
629,33656 ,15577 ,Theft from Vehicle,6674
630,57120 ,40727 ,Burglary Non-Residential,6675
631,36832 ,25636 ,Aggravated Assault No Firearm,6681
632,15847 ,33085 ,Theft from Vehicle,6711
633,39833 ,61503 ,Aggravated Assault Firearm,6717
634,58443 ,59922 ,Burglary Residential,6728
635,50339 ,42827 ,Robbery Firearm,6734
636,35750 ,53814 ,Robbery No Firearm,6738
637,38750 ,37139 ,Burglary Residential,6745
638,87260 ,58182 ,Robbery Firearm,6751
639,77554 ,61421 ,Burglary Non-Residential,6756
640,37706 ,36806 ,Motor Vehicle Theft,6758
641,62926 ,47345 ,Motor Vehicle Theft,6775
642,75868 ,68236 ,Burglary Residential,6777
643,13470 ,62742 ,Burglary Residential,6781
644,77623 ,54366 ,Theft from Vehicle,6783
645,83856 ,51839 ,Theft from Vehicle,6785
646,38622 ,31077 ,Theft from Vehicle,6794
647,51245 ,57474 ,Burglary Residential,6799
648,35609 ,27600 ,Theft from Vehicle,6803
649,49419 ,55461 ,Burglary Residential,6808
650,31451 ,50652 ,Theft from Vehicle,6820
651,38416 ,29618 ,Robbery No Firearm,6825
652,13218 ,32775 ,Motor Vehicle Theft,6831
653,56070 ,39883 ,Aggravated Assault No Firearm,6842
654,28317 ,48964 ,Burglary Residential,6860
655,25297 ,66858 ,Burglary Residential,6867
656,19574 ,33585 ,Robbery No Firearm,6868
657,45786 ,28186 ,Theft from Vehicle,6870
658,76110 ,55218 ,Robbery Firearm,6880
659,16818 ,35948 ,Theft from Vehicle,6886
660,77184 ,60728 ,Theft from Vehicle,6890
661,50058 ,53597 ,Robbery No Firearm,6907
662,76899 ,63062 ,Theft from Vehicle,6907
663,49478 ,45457 ,Rape,6914
664,38088 ,33392 ,Robbery No Firearm,6915
665,44844 ,42544 ,Aggravated Assault Firearm,6928
666,11555 ,38536 ,Burglary Residential,6930
667,70818 ,63475 ,Burglary Residential,6935
668,20774 ,28699 ,Motor Vehicle Theft,6942
669,40434 ,15550 ,Robbery Firearm,6948
670,41299 ,45529 ,Burglary Residential,6958
671,83124 ,84227 ,Motor Vehicle Theft,6970
672,44844 ,42544 ,Aggravated Assault Firearm,6972
673,49364 ,31358 ,Robbery Firearm,6974
674,45459 ,62084 ,Burglary Residential,6975
675,37886 ,53570 ,Robbery Firearm,6982
676,48751 ,50728 ,Motor Vehicle Theft,6988
677,34119 ,42233 ,Aggravated Assault Firearm,6993
678,38887 ,36955 ,Robbery Firearm,7021
679,36639 ,18446 ,Robbery No Firearm,7024
680,22078 ,34395 ,Aggravated Assault No Firearm,7026
681,84454 ,67560 ,Burglary Residential,7039
682,10594 ,12830 ,Robbery No Firearm,7042
683,101822 ,67844 ,Robbery Firearm,7046
684,46729 ,36587 ,Robbery No Firearm,7071
685,34094 ,44300 ,Aggravated Assault No Firearm,7077
686,16803 ,24333 ,Rape,7094
687,33177 ,36118 ,Motor Vehicle Theft,7102
688,34119 ,42233 ,Aggravated Assault Firearm,7104
689,34119 ,42233 ,Aggravated Assault Firearm,7104
690,34119 ,42233 ,Aggravated Assault Firearm,7104
691,34119 ,42233 ,Aggravated Assault Firearm,7104
692,34119 ,42233 ,Aggravated Assault Firearm,7104
693,66817 ,49585 ,Burglary Non-Residential,7143
694,60388 ,46201 ,Robbery Firearm,7145
695,53953 ,56965 ,Robbery No Firearm,7160
696,33058 ,52428 ,Aggravated Assault Firearm,7167
697,32714 ,58999 ,Burglary Residential,7174
698,34256 ,18932 ,Theft from Vehicle,7174
699,27854 ,28689 ,Aggravated Assault No Firearm,7206
700,85458 ,57894 ,Burglary Residential,7220
701,68287 ,48787 ,Burglary Residential,7228
702,11747 ,34001 ,Robbery Firearm,7238
703,13128 ,29391 ,Aggravated Assault No Firearm,7243
704,47185 ,55597 ,Aggravated Assault Firearm,7247
705,38023 ,15167 ,Theft from Vehicle,7251
706,78289 ,50638 ,Robbery Firearm,7297
707,65547 ,49240 ,Aggravated Assault Firearm,7299
708,41454 ,49463 ,Rape,7313
709,92410 ,60820 ,Burglary Residential,7347
710,65809 ,57772 ,Aggravated Assault Firearm,7374
711,49211 ,56154 ,Motor Vehicle Theft,7395
712,39217 ,38331 ,Robbery Firearm,7400
713,75978 ,64882 ,Aggravated Assault No Firearm,7401
714,42134 ,49411 ,Rape,7426
715,40058 ,25740 ,Theft from Vehicle,7478
716,70886 ,47472 ,Burglary Residential,7501
717,96471 ,86132 ,Motor Vehicle Theft,7514
718,83700 ,68436 ,Aggravated Assault Firearm,7527
719,79987 ,53298 ,Motor Vehicle Theft,7601
720,14304 ,15305 ,Theft from Vehicle,7644
721,63374 ,62929 ,Theft from Vehicle,7656
722,19922 ,28244 ,Motor Vehicle Theft,7675
723,87790 ,81443 ,Motor Vehicle Theft,7683
724,53880 ,38701 ,Aggravated Assault Firearm,7692
725,85945 ,81960 ,Aggravated Assault No Firearm,7696
726,69675 ,49642 ,Robbery No Firearm,7702
727,42045 ,59173 ,Burglary Residential,7719
728,10755 ,34897 ,Burglary Residential,7727
729,36683 ,39467 ,Theft from Vehicle,7727
730,90350 ,58821 ,Theft from Vehicle,7774
731,53880 ,38701 ,Aggravated Assault Firearm,7780
732,53880 ,38701 ,Aggravated Assault Firearm,7780
733,69096 ,57565 ,Robbery No Firearm,7787
734,73732 ,48283 ,Theft from Vehicle,7816
735,34562 ,34487 ,Burglary Residential,7820
736,7814 ,34443 ,Burglary Residential,7849
737,43471 ,45643 ,Burglary Residential,7851
738,15593 ,14607 ,Burglary Residential,7853
739,40430 ,68138 ,Burglary Non-Residential,7854
740,56278 ,40029 ,Motor Vehicle Theft,7854
741,77554 ,61421 ,Motor Vehicle Theft,7862
742,16496 ,26900 ,Motor Vehicle Theft,7883
743,30764 ,27457 ,Rape,7883
744,59742 ,46875 ,Robbery Firearm,7889
745,39415 ,39236 ,Burglary Residential,7890
746,54300 ,42831 ,Burglary Residential,7905
747,52793 ,41732 ,Theft from Vehicle,7908
748,37508 ,30712 ,Motor Vehicle Theft,7910
749,32653 ,17202 ,Robbery Firearm,7918
750,76695 ,52370 ,Burglary Residential,7929
751,41577 ,43988 ,Rape,7934
752,35423 ,26329 ,Theft from Vehicle,7947
753,73195 ,55759 ,Robbery No Firearm,7980
754,36558 ,19669 ,Aggravated Assault No Firearm,8001
755,40297 ,13843 ,Theft from Vehicle,8020
756,87743 ,54016 ,Theft from Vehicle,8024
757,11860 ,30500 ,Motor Vehicle Theft,8040
758,11907 ,24329 ,Aggravated Assault Firearm,8043
759,54398 ,55241 ,Motor Vehicle Theft,8054
760,39588 ,37691 ,Theft from Vehicle,8065
761,9106 ,32502 ,Motor Vehicle Theft,8068
762,33083 ,58954 ,Robbery Firearm,8090
763,35670 ,35786 ,Robbery Firearm,8108
764,39933 ,24974 ,Theft from Vehicle,8111
765,45368 ,42122 ,Aggravated Assault Firearm,8116
766,9106 ,32502 ,Motor Vehicle Theft,8117
767,32063 ,55398 ,Burglary Residential,8124
768,33368 ,43156 ,Robbery No Firearm,8127
769,11907 ,24329 ,Aggravated Assault Firearm,8130
770,11907 ,24329 ,Aggravated Assault Firearm,8130
771,33724 ,39831 ,Aggravated Assault No Firearm,8131
772,32577 ,31916 ,Burglary Residential,8133
773,60727 ,53004 ,Motor Vehicle Theft,8137
774,95946 ,85672 ,Theft from Vehicle,8139
775,11907 ,24329 ,Aggravated Assault Firearm,8157
776,33598 ,23652 ,Theft from Vehicle,8159
777,50520 ,31630 ,Theft from Vehicle,8173
778,28361 ,19890 ,Burglary Residential,8186
779,35663 ,49714 ,Burglary Residential,8192
780,34914 ,35416 ,Burglary Residential,8194
781,36182 ,19365 ,Theft from Vehicle,8196
782,69438 ,49354 ,Aggravated Assault No Firearm,8199
783,34208 ,42099 ,Aggravated Assault Firearm,8206
784,57007 ,56745 ,Motor Vehicle Theft,8207
785,55275 ,42540 ,Aggravated Assault No Firearm,8209
786,59039 ,42862 ,Robbery Firearm,8209
787,58960 ,37220 ,Burglary Residential,8211
788,73007 ,48255 ,Burglary Residential,8225
789,50878 ,43313 ,Motor Vehicle Theft,8227
790,41036 ,25657 ,Aggravated Assault No Firearm,8236
791,26315 ,22075 ,Motor Vehicle Theft,8266
792,93008 ,60848 ,Theft from Vehicle,8269
793,13245 ,63271 ,Motor Vehicle Theft,8278
794,50534 ,46993 ,Motor Vehicle Theft,8287
795,41868 ,62040 ,Aggravated Assault No Firearm,8290
796,38775 ,25397 ,Aggravated Assault No Firearm,8292
797,45022 ,36700 ,Theft from Vehicle,8292
798,40501 ,18924 ,Theft from Vehicle,8294
799,47150 ,38743 ,Robbery No Firearm,8302
800,32577 ,31916 ,Burglary Residential,8324
801,32577 ,31916 ,Burglary Residential,8337
802,15039 ,27460 ,Aggravated Assault No Firearm,8347
803,79755 ,54471 ,Burglary Residential,8353
804,56903 ,41278 ,Robbery No Firearm,8381
805,36248 ,22350 ,Robbery No Firearm,8386
806,65673 ,69985 ,Theft from Vehicle,8398
807,69616 ,41557 ,Burglary Residential,8409
808,36664 ,29312 ,Robbery No Firearm,8414
809,14810 ,33695 ,Robbery Firearm,8420
810,44501 ,31441 ,Theft from Vehicle,8420
811,38735 ,24878 ,Theft from Vehicle,8431
812,81837 ,70681 ,Robbery Firearm,8433
813,35172 ,54141 ,Theft from Vehicle,8444
814,43018 ,44377 ,Motor Vehicle Theft,8452
815,29382 ,28329 ,Burglary Residential,8465
816,43620 ,18277 ,Aggravated Assault No Firearm,8472
817,9479 ,30663 ,Robbery No Firearm,8488
818,7433 ,35004 ,Robbery Firearm,8508
819,46489 ,46114 ,Burglary Residential,8524
820,42201 ,22601 ,Robbery No Firearm,8531
821,70193 ,54506 ,Robbery Firearm,8532
822,38574 ,30552 ,Burglary Residential,8548
823,50319 ,57691 ,Aggravated Assault Firearm,8550
824,51698 ,40272 ,Aggravated Assault No Firearm,8555
825,15249 ,22446 ,Motor Vehicle Theft,8557
826,44977 ,55985 ,Aggravated Assault No Firearm,8579
827,33092 ,16700 ,Theft from Vehicle,8583
828,57466 ,42796 ,Theft from Vehicle,8629
829,13827 ,27814 ,Burglary Residential,8641
830,53590 ,41392 ,Aggravated Assault No Firearm,8648
831,65620 ,48742 ,Robbery No Firearm,8697
832,40066 ,33149 ,Theft from Vehicle,8714
833,36450 ,23052 ,Aggravated Assault No Firearm,8748
834,83854 ,56609 ,Aggravated Assault Firearm,8750
835,54224 ,43538 ,Aggravated Assault No Firearm,8780
836,32776 ,40487 ,Robbery Firearm,8803
837,11202 ,25963 ,Robbery Firearm,8811
838,16572 ,27284 ,Motor Vehicle Theft,8812
839,11784 ,38247 ,Robbery Firearm,8845
840,10594 ,12830 ,Aggravated Assault Firearm,8880
841,53739 ,47692 ,Theft from Vehicle,8889
842,35349 ,38235 ,Rape,8893
843,43892 ,33699 ,Theft from Vehicle,8896
844,44361 ,33184 ,Theft from Vehicle,8906
845,33040 ,15349 ,Theft from Vehicle,8919
846,55236 ,49698 ,Theft from Vehicle,8945
847,48964 ,62417 ,Theft from Vehicle,8947
848,76331 ,57719 ,Aggravated Assault No Firearm,8953
849,56089 ,50280 ,Burglary Residential,8963
850,53590 ,41392 ,Aggravated Assault No Firearm,8975
851,44051 ,34372 ,Burglary Non-Residential,9011
852,67595 ,49797 ,Burglary Residential,9105
853,13675 ,22091 ,Theft from Vehicle,9135
854,66211 ,48969 ,Aggravated Assault No Firearm,9139
855,79140 ,58097 ,Theft from Vehicle,9142
856,35161 ,30980 ,Burglary Residential,9170
857,35349 ,38235 ,Burglary Residential,9175
858,105602 ,74927 ,Theft from Vehicle,9177
859,74154 ,74932 ,Theft from Vehicle,9183
860,37227 ,39186 ,Burglary Residential,9206
861,51873 ,56681 ,Motor Vehicle Theft,9233
862,42209 ,14785 ,Theft from Vehicle,9250
863,35160 ,35381 ,Aggravated Assault Firearm,9260
864,63830 ,51418 ,Theft from Vehicle,9266
865,70043 ,58568 ,Theft from Vehicle,9275
866,45707 ,29461 ,Theft from Vehicle,9277
867,45676 ,56566 ,Aggravated Assault No Firearm,9296
868,58801 ,57955 ,Burglary Non-Residential,9299
869,64791 ,64196 ,Theft from Vehicle,9302
870,42927 ,32813 ,Burglary Non-Residential,9315
871,39351 ,36603 ,Theft from Vehicle,9320
872,48172 ,44197 ,Burglary Residential,9323
873,37272 ,39388 ,Motor Vehicle Theft,9325
874,67740 ,48259 ,Robbery No Firearm,9326
875,49570 ,34046 ,Burglary Residential,9334
876,38641 ,35918 ,Theft from Vehicle,9342
877,38224 ,42506 ,Burglary Residential,9356
878,34857 ,21048 ,Robbery Firearm,9359
879,40154 ,37708 ,Theft from Vehicle,9367
880,91151 ,63164 ,Theft from Vehicle,9379
881,17532 ,11046 ,Theft from Vehicle,9387
882,39032 ,38227 ,Burglary Residential,9391
883,38400 ,13970 ,Rape,9418
884,41776 ,33538 ,Robbery Firearm,9429
885,37334 ,35907 ,Burglary Residential,9437
886,51318 ,39137 ,Aggravated Assault No Firearm,9444
887,11360 ,39706 ,Burglary Residential,9445
888,63418 ,54268 ,Burglary Residential,9448
889,82811 ,71305 ,Theft from Vehicle,9454
890,34436 ,17290 ,Burglary Residential,9461
891,30354 ,19678 ,Motor Vehicle Theft,9469
892,12519 ,16711 ,Motor Vehicle Theft,9475
893,38946 ,42416 ,Motor Vehicle Theft,9482
894,40038 ,47849 ,Burglary Residential,9492
895,43005 ,44444 ,Theft from Vehicle,9492
896,20968 ,14344 ,Theft from Vehicle,9494
897,68053 ,42356 ,Robbery No Firearm,9515
898,34211 ,34683 ,Burglary Residential,9522
899,32945 ,18948 ,Burglary Residential,9537
900,11483 ,18629 ,Theft from Vehicle,9578
901,74610 ,56730 ,Robbery Firearm,9581
902,49559 ,48579 ,Burglary Residential,9587
903,40128 ,20923 ,Aggravated Assault No Firearm,9592
904,32577 ,31916 ,Burglary Residential,9596
905,48841 ,32921 ,Theft from Vehicle,9600
906,14954 ,35107 ,Aggravated Assault No Firearm,9608
907,41253 ,18409 ,Robbery No Firearm,9619
908,37949 ,9693 ,Theft from Vehicle,9623
909,34578 ,17977 ,Burglary Residential,9627
910,22838 ,30672 ,Burglary Residential,9629
911,41541 ,17352 ,Theft from Vehicle,9632
912,20192 ,21419 ,Theft from Vehicle,9649
913,52648 ,40148 ,Robbery Firearm,9653
914,38995 ,65174 ,Robbery Firearm,9657
915,42964 ,36518 ,Theft from Vehicle,9661
916,40897 ,27559 ,Theft from Vehicle,9700
917,46932 ,42202 ,Robbery Firearm,9701
918,46686 ,53560 ,Theft from Vehicle,9703
919,57162 ,39030 ,Aggravated Assault No Firearm,9736
920,43291 ,44102 ,Burglary Residential,9743
921,79492 ,54359 ,Robbery No Firearm,9753
922,8560 ,6656 ,Burglary Residential,9762
923,48953 ,49392 ,Burglary Residential,9764
924,69007 ,64634 ,Burglary Residential,9764
925,9488 ,28993 ,Motor Vehicle Theft,9769
926,52988 ,51889 ,Robbery No Firearm,9794
927,44772 ,40595 ,Robbery No Firearm,9796
928,44506 ,43635 ,Burglary Residential,9816
929,14046 ,32644 ,Aggravated Assault No Firearm,9819
930,41678 ,42014 ,Robbery No Firearm,9834
931,47275 ,56244 ,Aggravated Assault Firearm,9856
932,40399 ,58196 ,Aggravated Assault No Firearm,9865
933,32574 ,18972 ,Aggravated Assault No Firearm,9874
934,32574 ,18972 ,Aggravated Assault No Firearm,9875
935,88368 ,56998 ,Motor Vehicle Theft,9876
936,40229 ,16932 ,Burglary Residential,9882
937,76300 ,65011 ,Burglary Residential,9894
938,54008 ,35765 ,Robbery No Firearm,9902
939,64982 ,49074 ,Aggravated Assault Firearm,9904
940,46839 ,46094 ,Burglary Residential,9914
941,39314 ,14574 ,Motor Vehicle Theft,9918
942,53163 ,56037 ,Theft from Vehicle,9918
943,36374 ,17585 ,Theft from Vehicle,9925
944,75287 ,60660 ,Motor Vehicle Theft,9931
945,64982 ,49074 ,Homicide - Justifiable ,9945
946,49905 ,56041 ,Motor Vehicle Theft,9957
947,41903 ,26462 ,Theft from Vehicle,9967
948,54298 ,41207 ,Theft from Vehicle,9994
949,37913 ,14290 ,Robbery Firearm,10012
950,49421 ,53682 ,Robbery Firearm,10025
951,75861 ,53444 ,Robbery No Firearm,10044
952,84818 ,73037 ,Burglary Residential,10047
953,14536 ,30108 ,Aggravated Assault No Firearm,10048
954,46396 ,58666 ,Burglary Residential,10056
955,42859 ,25580 ,Theft from Vehicle,10060
956,15234 ,19534 ,Burglary Residential,10062
957,17896 ,27951 ,Aggravated Assault No Firearm,10078
958,38028 ,38151 ,Theft from Vehicle,10081
959,38314 ,38092 ,Burglary Residential,10091
960,41253 ,36433 ,Robbery No Firearm,10094
961,68713 ,53371 ,Theft from Vehicle,10119
962,45568 ,62391 ,Robbery No Firearm,10120
963,53003 ,57991 ,Motor Vehicle Theft,10143
964,39246 ,21803 ,Motor Vehicle Theft,10161
965,49500 ,57160 ,Burglary Residential,10181
966,52137 ,56056 ,Aggravated Assault No Firearm,10190
967,46044 ,32573 ,Aggravated Assault No Firearm,10197
968,17211 ,52440 ,Motor Vehicle Theft,10202
969,4460 ,34600 ,Burglary Residential,10215
970,70853 ,59452 ,Aggravated Assault No Firearm,10220
971,36877 ,25591 ,Robbery No Firearm,10249
972,36395 ,33148 ,Theft from Vehicle,10251
973,36077 ,27543 ,Burglary Non-Residential,10321
974,74185 ,63592 ,Aggravated Assault No Firearm,10366
975,37588 ,23172 ,Robbery No Firearm,10389
976,43566 ,50618 ,Robbery No Firearm,10402
977,71038 ,55791 ,Robbery Firearm,10445
978,31148 ,33125 ,Theft from Vehicle,10477
979,65434 ,54961 ,Motor Vehicle Theft,10534
980,41252 ,45971 ,Burglary Residential,10547
981,13675 ,14720 ,Burglary Residential,10557
982,47774 ,49423 ,Burglary Residential,10565
983,14373 ,32674 ,Theft from Vehicle,10588
984,57065 ,52611 ,Burglary Non-Residential,10625
985,78668 ,52135 ,Theft from Vehicle,10625
986,63015 ,39128 ,Burglary Residential,10626
987,66244 ,64960 ,Robbery Firearm,10629
988,46664 ,41197 ,Robbery No Firearm,10630
989,17747 ,33410 ,Motor Vehicle Theft,10631
990,76167 ,53253 ,Motor Vehicle Theft,10645
991,14253 ,21750 ,Burglary Residential,10648
992,43254 ,19751 ,Motor Vehicle Theft,10663
993,35308 ,32847 ,Theft from Vehicle,10678
994,45288 ,41673 ,Theft from Vehicle,10687
995,18165 ,13052 ,Theft from Vehicle,10710
996,94083 ,86622 ,Burglary Residential,10714
997,18295 ,30219 ,Burglary Residential,10722
