1,37.82705,-122.377579,Assault,0
2,32.646366,-96.829299,Other,0
3,36.01718,-78.899991,Assault,0
4,36.005439,-78.896959,Assault,0
5,35.991452,-78.92649,Assault,0
6,35.983993,-78.882648,Assault,0
7,36.045935,-78.933954,Burglary,0
8,35.943129,-78.916668,Burglary,0
9,35.91847,-78.963246,Burglary,0
10,35.986341,-78.852774,Burglary,0
11,36.025073,-78.882428,Burglary,0
12,35.995487,-78.893379,Burglary,0
13,36.029907,-78.935814,Theft,0
14,35.969348,-78.910726,Theft,0
15,35.93126,-78.905209,Theft,0
16,35.893718,-78.909708,Theft,0
17,35.992983,-78.875777,Theft,0
18,35.955883,-78.891555,Theft,0
19,35.941658,-78.897029,Theft,0
20,35.958751,-78.930084,Theft,0
21,35.93508,-78.897831,Theft,0
22,36.007118,-78.886647,Theft,0
23,36.001254,-78.866529,Theft,0
24,36.011899,-78.920685,Robbery,0
25,36.004446,-78.86967,Robbery,0
26,35.994188,-78.875298,Robbery,0
27,36.744233,-76.355797,Burglary,0
28,36.683158,-76.235875,Theft,0
29,36.813283,-76.236878,Theft,0
30,36.817107,-76.404948,Theft,0
31,36.781375,-76.26731,Theft,0
32,40.871085,-73.427397,Assault,0
33,40.785089,-73.32664,Vandalism,0
34,40.779205,-73.343782,Vandalism,0
35,40.850331,-73.411558,Theft,0
36,40.84769,-73.419422,Theft,0
37,40.875181,-73.416382,Theft,0
38,51.53314914,0.106623173,Assault,0
39,33.949747,-118.308687,Assault,0
40,34.2350303,-77.8691619,Assault,0
41,34.2215476,-77.8834101,Burglary,0
42,34.2358474,-77.8733638,Burglary,0
43,34.2376158,-77.8719648,Burglary,0
44,34.237444,-77.8722687,Burglary,0
45,34.2370291,-77.8678368,Burglary,0
46,34.2390445,-77.8664968,Burglary,0
47,34.2369234,-77.8733964,Burglary,0
48,34.2354823,-77.8688641,Burglary,0
49,34.2270827,-77.8834756,Burglary,0
50,34.2218092,-77.8830229,Assault,0
51,34.2247363,-77.8567896,Assault,0
52,34.2149565,-77.8834222,Theft,0
53,34.2370291,-77.8678368,Theft,0
54,34.2189886,-77.8564621,Theft,0
55,34.2183695,-77.8850538,Theft,0
56,34.2376158,-77.8719648,Theft,0
57,34.2266814,-77.8798138,Burglary,0
58,34.2300174,-77.8702087,Burglary,0
59,34.2355393,-77.8733892,Burglary,0
60,34.2244931,-77.8886072,Burglary,0
61,34.2280089,-77.8864941,Burglary,0
62,34.2374089,-77.8722912,Burglary,0
63,34.2356597,-77.8733048,Burglary,0
64,34.2391448,-77.8766188,Burglary,0
65,34.2144843,-77.8768337,Burglary,0
66,34.2247833,-77.8567514,Burglary,0
67,34.2240818,-77.8816432,Burglary,0
